passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
"{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",91,Heurelho,,da Silva Gomes,1644.0,1981-02-15,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",8266,right,Gomes,
"{'name': 'Suriname', 'id': 740, 'alpha3code': 'SUR', 'alpha2code': 'SR'}",84,Michel,,Vorm,1624.0,1983-10-20,184,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",77536,right,M. Vorm,
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",86,Erik,,Pieters,1639.0,1988-08-07,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",107,left,E. Pieters,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",90,Ben,,Foster,1644.0,1983-04-03,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8358,left,B. Foster,
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",81,Adrian,,Mariappa,1644.0,1986-10-03,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8889,right,A. Mariappa,
"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",83,Phil,,Jagielka,1623.0,1982-08-17,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8245,right,P. Jagielka,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,Leighton,,Baines,1623.0,1984-12-11,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8239,left,L. Baines,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",93,Robert,,Green,1610.0,1980-01-18,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8544,right,R. Green,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",79,Gareth,,Barry,1627.0,1981-02-23,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8314,left,G. Barry,
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",75,James ,,Morrison,1627.0,1986-05-25,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8374,right,J. Morrison,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",66,Stephen ,,Ireland,1615.0,1986-08-22,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",8017,right,S. Ireland,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,James,,Milner,1612.0,1986-01-04,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8319,right,J. Milner,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",86,Tom,,Heaton,1646.0,1986-04-15,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",77502,right,T. Heaton,
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",74,Darren ,,Fletcher,1639.0,1984-02-01,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",7932,right,D. Fletcher,
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",77,Wayne,,Routledge,10531.0,1985-01-07,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",77557,right,W. Routledge,
"{'name': 'St. Lucia', 'id': 662, 'alpha3code': 'LCA', 'alpha2code': 'LC'}",65,Jermain ,,Defoe,1659.0,1982-10-07,171,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8296,right,J. Defoe,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,Pablo Javier,,Zabaleta Girod,1633.0,1985-01-16,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",8313,right,P. Zabaleta,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",80,Claudio Andr\u00e9s,,Bravo Mu\u00f1oz,1625.0,1983-04-13,184,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}",3662,right,C. Bravo,
"{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}",62,Alexis Alejandro,,S\u00e1nchez S\u00e1nchez,1611.0,1988-12-19,169,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}",3361,right,A. S\u00e1nchez,12381.0
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",90,Gn\u00e9gn\u00e9ri Yaya,,Tour\u00e9,,1983-05-13,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': ""C\\u00f4te d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}",8324,right,Y. Tour\u00e9,
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",74,Phil,,Bardsley,1646.0,1985-06-28,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8516,right,P. Bardsley,
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",76,Daniel,,Sturridge,1612.0,1989-09-01,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",7907,left,D. Sturridge,
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",84,Tim,,Krul,1626.0,1988-04-03,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",7976,left,T. Krul,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",93,Fraser,,Forster,1619.0,1988-03-17,201,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",61941,right,F. Forster,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",79,Andy,,Carroll,1633.0,1989-01-06,193,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",7970,left,A. Carroll,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",70,Mark,,Noble,1633.0,1987-05-08,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8561,right,M. Noble,
"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}",85,Eldin,,Jakupovic,1631.0,1984-10-02,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}",93084,right,E. Jakupovic,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",77,S\u00e9amus,,Coleman,1623.0,1988-10-11,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",8240,right,S. Coleman,8274.0
"{'name': 'Suriname', 'id': 740, 'alpha3code': 'SUR', 'alpha2code': 'SR'}",74,Georginio,,Wijnaldum,1612.0,1990-11-11,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",116,right,G. Wijnaldum,664.0
"{'name': 'Austria', 'id': 40, 'alpha3code': 'AUT', 'alpha2code': 'AT'}",89,Christian,,Fuchs,1631.0,1986-04-07,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Austria', 'id': 40, 'alpha3code': 'AUT', 'alpha2code': 'AT'}",14853,left,C. Fuchs,
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",87,Winston ,,Reid,1633.0,1988-07-03,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'New Zealand', 'id': 554, 'alpha3code': 'NZL', 'alpha2code': 'NZ'}",8553,right,W. Reid,10522.0
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",79,Anders,,Lindegaard,1646.0,1984-04-13,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",7912,right,A. Lindegaard,
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",64,Jamie,,Murphy,8509.0,1989-08-28,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",62091,right,J. Murphy,
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",72,Steven,,Defour,1646.0,1988-04-15,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",70092,right,S. Defour,
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",91,Moussa,,Sissoko,1624.0,1989-08-16,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25804,right,M. Sissoko,4418.0
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,Ga\u00ebtan,,Bong Songo,1651.0,1988-04-25,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Cameroon', 'id': 120, 'alpha3code': 'CMR', 'alpha2code': 'CM'}",26495,left,G. Bong,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,Claudio Ariel,,Yacob,1642.0,1987-07-18,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86308,right,C. Yacob,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,Andrew,,Surman,1659.0,1986-08-20,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'South Africa', 'id': 710, 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",8351,left,A. Surman,
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",62,Nathan,,Dyer,10531.0,1987-11-29,167,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",77552,right,N. Dyer,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,Adam,,Lallana,1612.0,1988-05-10,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8140,right,A. Lallana,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",83,Lee,,Grant,1611.0,1983-01-27,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8935,right,L. Grant,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",79,Dan,,Gosling,1659.0,1990-02-02,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",7989,right,D. Gosling,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",79,Jonathan ,,Walters,1634.0,1983-09-20,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8752,right,J. Walters,
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",92,Glyn Oliver,,Myhill,1627.0,1982-11-09,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'United States', 'id': 840, 'alpha3code': 'USA', 'alpha2code': 'US'}",8096,right,G. Myhill,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",89,Damien,,Delaney,8153.0,1981-07-20,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",8583,left,D. Delaney,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",72,Dean,,Marney,1882.0,1984-01-31,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8947,right,D. Marney,
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",87,Juli\u00e1n,,Speroni,1628.0,1979-05-18,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",8391,right,J. Speroni,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",69,Ben,,Watson,1642.0,1985-07-09,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8627,right,B. Watson,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",80,Jay,,Rodriguez,1627.0,1989-07-29,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8958,right,J. Rodriguez,
"{'name': 'Latvia', 'id': 428, 'alpha3code': 'LVA', 'alpha2code': 'LV'}",78,Adam,,Legzdins,1646.0,1986-11-28,183,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8963,right,A. Legzdins,
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",78,Martin,,Cranie,1636.0,1986-09-26,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8761,right,M. Cranie,
"{'name': 'Cameroon', 'id': 120, 'alpha3code': 'CMR', 'alpha2code': 'CM'}",91,Jean-Eric Maxim,,Choupo-Moting,3767.0,1989-03-23,191,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",15198,both,E. Choupo-Moting,
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",76,Ryan,,Shawcross,1639.0,1987-10-04,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8731,right,R. Shawcross,
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",84,David Luiz,,Moreira Marinho,1610.0,1987-04-22,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",7892,right,David Luiz,
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",88,Eduardo,,dos Reis Carvalho,24.0,1982-09-19,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",70106,right,Eduardo,
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",88,Erwin,,Mulder,10531.0,1989-03-03,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",128,right,E. Mulder,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,Bruno,,Saltor Grau,1651.0,1980-10-01,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3278,right,Bruno Saltor,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",63,Juan Manuel,,Mata Garc\u00eda,1611.0,1988-04-28,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",7906,left,Juan Mata,
"{'name': 'Canada', 'id': 124, 'alpha3code': 'CAN', 'alpha2code': 'CA'}",70,Scott,,Arfield,8509.0,1988-11-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",11294,right,S. Arfield,
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",80,Danny,,Simpson,1631.0,1987-01-04,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",149019,right,D. Simpson,
"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",72,Andr\u00e9,,Ayew Pel\u00e9,4487.0,1989-12-17,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25572,left,A. Ayew,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",69,Jack,,Cork,1646.0,1989-06-25,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8125,right,J. Cork,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",85,Ryan,,Bertrand,1619.0,1989-08-05,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",7885,left,R. Bertrand,
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",91,Vicente,,Iborra De La Fuente,1631.0,1988-01-16,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3928,right,Vicente Iborra,
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",73,Kyle,,Naughton,10531.0,1988-11-11,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8336,right,K. Naughton,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",74,James,,Tomkins,1628.0,1989-03-29,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8554,right,J. Tomkins,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",81,Jordon,,Mutch,15015.0,1991-12-02,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8111,right,J. Mutch,
"{'name': 'Cura\\u00e7ao', 'id': 531, 'alpha3code': 'CUW', 'alpha2code': 'CW'}",79,Leroy,,Fer,10531.0,1990-01-05,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",262,right,L. Fer,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",78,Scott,,Dann,1628.0,1987-02-14,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",8186,right,S. Dann,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,Kieran ,,Gibbs,1627.0,1989-09-26,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",7853,left,K. Gibbs,
"{'name': 'Korea Republic', 'id': 410, 'alpha3code': 'KOR', 'alpha2code': 'KR'}",69,Chung-Yong,,Lee,2448.0,1988-07-02,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Korea Republic', 'id': 410, 'alpha3code': 'KOR', 'alpha2code': 'KR'}",8049,right,Lee Chung-Yong,
"{'name': 'United States', 'id': 840, 'alpha3code': 'USA', 'alpha2code': 'US'}",84,Geoff,,Cameron,1650.0,1985-07-11,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'United States', 'id': 840, 'alpha3code': 'USA', 'alpha2code': 'US'}",58978,right,G. Cameron,
"{'name': 'Canada', 'id': 124, 'alpha3code': 'CAN', 'alpha2code': 'CA'}",101,Asmir,,Begovi\u0107,1659.0,1987-06-20,199,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}",8726,right,A. Begovi\u0107,10001.0
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,Morgan,,Schneiderlin,1623.0,1989-11-08,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",8143,right,M. Schneiderlin,
"{'name': 'Austria', 'id': 40, 'alpha3code': 'AUT', 'alpha2code': 'AT'}",73,Markus,,Suttner,1651.0,1987-04-16,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Austria', 'id': 40, 'alpha3code': 'AUT', 'alpha2code': 'AT'}",64966,left,M. Suttner,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",76,Ashley,,Barnes,1646.0,1989-10-30,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",9123,right,A. Barnes,
"{'name': 'Mali', 'id': 466, 'alpha3code': 'MLI', 'alpha2code': 'ML'}",90,Bakary,,Sako,1627.0,1988-04-26,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25865,left,B. Sako,
"{'name': 'Gabon', 'id': 266, 'alpha3code': 'GAB', 'alpha2code': 'GA'}",80,Pierre-Emerick,,Aubameyang,1609.0,1989-06-18,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25867,right,P. Aubameyang,19062.0
"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",75,Laurent,,Koscielny,1609.0,1985-09-10,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",7855,right,L. Koscielny,
"{'name': 'Guadeloupe', 'id': 312, 'alpha3code': 'GLP', 'alpha2code': 'GP'}",87,Etienne,,Capoue,1644.0,1988-07-11,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25798,right,E. Capoue,
"{'name': 'Suriname', 'id': 740, 'alpha3code': 'SUR', 'alpha2code': 'SR'}",72,Rajiv,,van La Parra,1673.0,1991-06-04,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",173,right,R. van La Parra,
"{'name': 'Armenia', 'id': 51, 'alpha3code': 'ARM', 'alpha2code': 'AM'}",75,Henrikh,,Mkhitaryan,1609.0,1989-01-21,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Armenia', 'id': 51, 'alpha3code': 'ARM', 'alpha2code': 'AM'}",105338,right,H. Mkhitaryan,14947.0
